"","Dendritic_quanTIseq","NK_quanTIseq","T.CD8_quanTIseq","Tregs_quanTIseq","Mouse_treatment","Condition","Timepoint","ICB_study","GSM_ID","Cell_Line","Cancer_type","Study_ID"
"SRX8369848",0.002197341,0.00052441818,0.0002491254,0.0003239646,"no_treatment",NA,NA,NA,"GSM4561289","Mvt1","Mammary carcinoma","GSE150928"
"SRX8369849",0.0030558654,0.00051209376,9.260556e-05,0.0001738058,"no_treatment",NA,NA,NA,"GSM4561290","Mvt1","Mammary carcinoma","GSE150928"
"SRX8369850",0.0025774362,0.00054118902,1.6570482e-05,0.0001595169,"no_treatment",NA,NA,NA,"GSM4561291","Mvt1","Mammary carcinoma","GSE150928"
"SRX8369851",0.001145343,0.0012301752,0.00014190242,0.0004387446,"no_treatment",NA,NA,NA,"GSM4561292","Mvt1","Mammary carcinoma","GSE150928"
"SRX8369852",0.0019320726,0.00039885552,0,0.00015608732,"no_treatment",NA,NA,NA,"GSM4561293","Mvt1","Mammary carcinoma","GSE150928"
"SRX8369853",0.0012568386,0.00026980404,0,0.00012999382,"no_treatment",NA,NA,NA,"GSM4561294","Mvt1","Mammary carcinoma","GSE150928"
"SRX8369854",0.0017349798,0.00056394756,1.0240274e-05,0.0003042206,"no_treatment",NA,NA,NA,"GSM4561295","Mvt1","Mammary carcinoma","GSE150928"
"SRX8369855",0.0012924726,0.00055058478,5.84829e-05,0.0002637542,"no_treatment",NA,NA,NA,"GSM4561296","Mvt1","Mammary carcinoma","GSE150928"
"SRX8369856",0.0018751848,0.000652944,4.642564e-05,0.0003642198,"no_treatment",NA,NA,NA,"GSM4561297","Mvt1","Mammary carcinoma","GSE150928"
"SRX8369857",0.0021349626,0.00048569898,5.607088e-05,0.0002367962,"no_treatment",NA,NA,NA,"GSM4561298","Mvt1","Mammary carcinoma","GSE150928"
"SRX8369858",0.0014976246,0.00047880084,0,0.0002050628,"no_treatment",NA,NA,NA,"GSM4561299","Mvt1","Mammary carcinoma","GSE150928"
"SRX8369662",0.0001092273,0.00019331052,0,5.150014e-05,"no_treatment",NA,NA,NA,"GSM4561422","M6","Mammary adenocarcinoma","GSE150928"
"SRX8369663",0.00036994032,0.0002266191,0,0.0001238474,"no_treatment",NA,NA,NA,"GSM4561423","M6","Mammary adenocarcinoma","GSE150928"
"SRX8369664",0.00018335772,0.00019597662,0,7.970536e-05,"no_treatment",NA,NA,NA,"GSM4561424","M6","Mammary adenocarcinoma","GSE150928"
"SRX8369665",0.004462749,0.00028107846,0.0002916124,0.0003702634,"no_treatment",NA,NA,NA,"GSM4561425","M6","Mammary adenocarcinoma","GSE150928"
"SRX8369666",0,0.00039159246,0,0.00014060122,"no_treatment",NA,NA,NA,"GSM4561426","M6","Mammary adenocarcinoma","GSE150928"
"SRX8369667",0,0.00035706066,0,9.246698e-05,"no_treatment",NA,NA,NA,"GSM4561427","M6","Mammary adenocarcinoma","GSE150928"
"SRX8369668",0,0.00026058312,0,3.766182e-05,"no_treatment",NA,NA,NA,"GSM4561428","M6","Mammary adenocarcinoma","GSE150928"
"SRX8369669",0.00042464238,0.0002725236,1.7051124e-05,0.00015525338,"no_treatment",NA,NA,NA,"GSM4561429","M6","Mammary adenocarcinoma","GSE150928"
"SRX8369671",0.00014462268,0.00045121782,0,0.0001163204,"no_treatment",NA,NA,NA,"GSM4561431","M6","Mammary adenocarcinoma","GSE150928"
"SRX8369672",5.4471744e-05,0.00037663302,0,0.00011832388,"no_treatment",NA,NA,NA,"GSM4561432","M6","Mammary adenocarcinoma","GSE150928"
"SRX8369673",0.00024263232,0.00044061234,0,0.00013053356,"no_treatment",NA,NA,NA,"GSM4561433","M6","Mammary adenocarcinoma","GSE150928"
"SRX8369674",0.00032779698,0.0004260747,0,0.0002529534,"no_treatment",NA,NA,NA,"GSM4561434","M6","Mammary adenocarcinoma","GSE150928"
"SRX8369675",0.00020930676,0.0003901173,1.2131436e-05,0.00013423578,"no_treatment",NA,NA,NA,"GSM4561435","M6","Mammary adenocarcinoma","GSE150928"
"SRX8369676",0.0002033139,0.00041238912,0,0.00017370454,"no_treatment",NA,NA,NA,"GSM4561436","M6","Mammary adenocarcinoma","GSE150928"
"SRX8369677",0.0020251818,0.00042902874,0.000514596,0.000426585,"no_treatment",NA,NA,NA,"GSM4561437","M6","Mammary adenocarcinoma","GSE150928"
"SRX8369678",0.0040290642,0.00041034516,0.0005622002,0.000249,"no_treatment",NA,NA,NA,"GSM4561438","Met1","Mammary carcinoma","GSE150928"
"SRX8369679",0.0052174266,0.00014500068,0.0005870522,0.000220984,"no_treatment",NA,NA,NA,"GSM4561439","Met1","Mammary carcinoma","GSE150928"
"SRX8369680",0.0053134236,0,0.0013224628,0.0005835704,"no_treatment",NA,NA,NA,"GSM4561440","Met1","Mammary carcinoma","GSE150928"
"SRX8369681",0,1.7989212e-05,4.729476e-08,3.456982e-05,"no_treatment",NA,NA,NA,"GSM4561441","Met1","Mammary carcinoma","GSE150928"
"SRX8369682",0.00043388508,0.00017827896,0,6.246628e-05,"no_treatment",NA,NA,NA,"GSM4561442","6DT1","Mammary carcinoma","GSE150928"
"SRX8369683",0.0010816284,0.00032357076,2.554914e-06,8.031724e-05,"no_treatment",NA,NA,NA,"GSM4561443","6DT1","Mammary carcinoma","GSE150928"
"SRX8369721",0,0.0050637168,0,7.575836e-05,"no_treatment",NA,NA,NA,"GSM4561481","Met1","Mammary carcinoma","GSE150928"
"SRX8369723",0.0029073828,0.00043865364,0.00014283564,0.0003616308,"no_treatment",NA,NA,NA,"GSM4561483","Met1","Mammary carcinoma","GSE150928"
"SRX8369724",0.0010845438,0.00012783852,0.00010536772,0.00013926302,"no_treatment",NA,NA,NA,"GSM4561484","Met1","Mammary carcinoma","GSE150928"
"SRX8369729",0,0.013056864,0,0,"no_treatment",NA,NA,NA,"GSM4561489","M6","Mammary adenocarcinoma","GSE150928"
"SRX8769930",0.002894121,0.0007884732,0,0.0002806946,"no_treatment",NA,NA,NA,"GSM4677105","4T1","Mammary carcinoma","GSE154682"
"SRX8769931",0.0019850748,0.0005985579,0,0.0002609472,"no_treatment",NA,NA,NA,"GSM4677106","4T1","Mammary carcinoma","GSE154682"
"SRX8769932",0.00036297072,0.00035103216,0,0.0001716339,"no_treatment",NA,NA,NA,"GSM4677107","4T1","Mammary carcinoma","GSE154682"
"SRX8769933",0.0022713924,0.000759369,0,0.0002329774,"no_treatment",NA,NA,NA,"GSM4677108","4T1","Mammary carcinoma","GSE154682"
"SRX8769934",0.0020842968,0.001573734,0.0008895878,0.002900674,"no_treatment",NA,NA,NA,"GSM4677109","4T1","Mammary carcinoma","GSE154682"
"SRX8769935",0.0024558468,0.0009393534,0.0015401406,0.002767206,"no_treatment",NA,NA,NA,"GSM4677110","4T1","Mammary carcinoma","GSE154682"
"SRX8769936",0.0046302174,0.0013286274,0.0011301788,0.003808224,"no_treatment",NA,NA,NA,"GSM4677111","4T1","Mammary carcinoma","GSE154682"
"SRX8769937",0.00099336,0.0008913438,0.001087217,0.003007356,"no_treatment",NA,NA,NA,"GSM4677112","4T1","Mammary carcinoma","GSE154682"
"SRX757449",0,0.0001719018,0,3.029764e-05,"no_treatment",NA,NA,NA,"GSM1543511","4T1","Mammary carcinoma","GSE63180"
"SRX757450",0,0.00014834142,0,3.66342e-05,"no_treatment",NA,NA,NA,"GSM1543512","4T1","Mammary carcinoma","GSE63180"
"SRX757451",0,0.00017048868,0,4.34851e-05,"no_treatment",NA,NA,NA,"GSM1543513","4T1","Mammary carcinoma","GSE63180"
"SRX757452",0,0.00022447752,0,2.727418e-05,"no_treatment",NA,NA,NA,"GSM1543514","4T1","Mammary carcinoma","GSE63180"
"SRX757453",0.00018494646,0.0004155927,0,0.00012046802,"no_treatment",NA,NA,NA,"GSM1543515","4T1","Mammary carcinoma","GSE63180"
"SRX757454",0.00010880322,0.00034848996,0,0.00010434424,"no_treatment",NA,NA,NA,"GSM1543516","4T1","Mammary carcinoma","GSE63180"
"SRX757455",0,0.0006491772,0,0.00017559294,"no_treatment",NA,NA,NA,"GSM1543517","4T1","Mammary carcinoma","GSE63180"
"SRX757456",0,0.00042719394,0,0.00012622658,"no_treatment",NA,NA,NA,"GSM1543518","4T1","Mammary carcinoma","GSE63180"
"SRX4673405",0.0015485022,0.00052770288,2.509722e-05,0.00012762636,"vehicle",NA,NA,NA,"GSM3385837","4T1","Mammary carcinoma","GSE85353"
"SRX4673406",0.0009583926,0.00030147756,3.822682e-05,0.00015517422,"vehicle",NA,NA,NA,"GSM3385838","4T1","Mammary carcinoma","GSE85353"
"SRX4673407",0.0006699384,0.00037144206,1.3776222e-05,0.00015288872,"vehicle",NA,NA,NA,"GSM3385839","4T1","Mammary carcinoma","GSE85353"
"SRX4673408",0.00056178714,0.00024225114,0,0.00013849066,"vehicle",NA,NA,NA,"GSM3385840","4T1","Mammary carcinoma","GSE85353"
"SRX4673409",0.0006510108,0.00029091198,8.299524e-06,0.00012225268,"vehicle",NA,NA,NA,"GSM3385841","4T1","Mammary carcinoma","GSE85353"
"SRX4673410",0.0006571296,0.00026949576,0,8.605578e-05,"aza",NA,NA,NA,"GSM3385842","4T1","Mammary carcinoma","GSE85353"
"SRX4673411",0.0008118288,0.00034049388,0,8.44673e-05,"aza",NA,NA,NA,"GSM3385843","4T1","Mammary carcinoma","GSE85353"
"SRX4673412",0.000788067,0.00036225594,0,0.00011702118,"aza",NA,NA,NA,"GSM3385844","4T1","Mammary carcinoma","GSE85353"
"SRX4673413",0.0009238962,0.00031467312,0,0.00014315436,"aza",NA,NA,NA,"GSM3385845","4T1","Mammary carcinoma","GSE85353"
"SRX4673533",0.0030549786,0.0004022229,3.85998e-05,0.0002312448,"vehicle",NA,NA,NA,"GSM3385965","4T1","Mammary carcinoma","GSE85353"
"SRX4673534",0.0029090586,0.0009325242,0.0001032529,0.0002569118,"vehicle",NA,NA,NA,"GSM3385966","4T1","Mammary carcinoma","GSE85353"
"SRX4673535",0.0022986018,0.0007961802,4.226378e-05,0.0002431124,"vehicle",NA,NA,NA,"GSM3385967","4T1","Mammary carcinoma","GSE85353"
"SRX4673536",0.0038791614,0.0007757232,5.040714e-05,0.0002699504,"vehicle",NA,NA,NA,"GSM3385968","4T1","Mammary carcinoma","GSE85353"
"SRX4673537",0.002550423,0.0007522518,5.440174e-05,0.0002163596,"vehicle",NA,NA,NA,"GSM3385969","4T1","Mammary carcinoma","GSE85353"
"SRX4673538",0.002765256,0.0007691586,6.831914e-05,0.0002366856,"vehicle",NA,NA,NA,"GSM3385970","4T1","Mammary carcinoma","GSE85353"
"SRX4673539",0.0034255932,0.0006580008,0,0.000265896,"vehicle",NA,NA,NA,"GSM3385971","4T1","Mammary carcinoma","GSE85353"
"SRX4673540",0.0027957468,0.0006765912,5.170692e-05,0.000270483,"vehicle","Hif1b_KO",NA,NA,"GSM3385972","4T1","Mammary carcinoma","GSE85353"
"SRX4673541",0.002047692,0.0007993344,0.00017468094,0.00016292396,"vehicle","Hif1b_KO",NA,NA,"GSM3385973","4T1","Mammary carcinoma","GSE85353"
"SRX4673542",0.0025284918,0.0006615156,0.0002137582,0.0002459424,"vehicle","Hif1b_KO",NA,NA,"GSM3385974","4T1","Mammary carcinoma","GSE85353"
"SRX4673543",0.002541732,0.0007077348,6.748586e-05,0.00018351152,"vehicle","Hif1b_KO",NA,NA,"GSM3385975","4T1","Mammary carcinoma","GSE85353"
"SRX4673544",0.0025661352,0.0009226866,0.00013170236,0.0002223118,"vehicle","Hif1b_KO",NA,NA,"GSM3385976","4T1","Mammary carcinoma","GSE85353"
"SRX4673545",0.003730452,0.000833934,3.10897e-05,0.0003432748,"vehicle","Hif1b_KO",NA,NA,"GSM3385977","4T1","Mammary carcinoma","GSE85353"
"SRX4673546",0.002265966,0.00047322,4.85032e-06,0.0002718214,"aza",NA,NA,NA,"GSM3385978","4T1","Mammary carcinoma","GSE85353"
"SRX4673547",0.0041373126,0.0003120429,0,0.0002945974,"aza",NA,NA,NA,"GSM3385979","4T1","Mammary carcinoma","GSE85353"
"SRX4673548",0.0020613516,0.000620283,0,0.0002700526,"aza",NA,NA,NA,"GSM3385980","4T1","Mammary carcinoma","GSE85353"
"SRX4673549",0.0023851854,0.0006608394,0,0.0002403778,"aza",NA,NA,NA,"GSM3385981","4T1","Mammary carcinoma","GSE85353"
"SRX4673550",0.005307552,0.0007542684,0.0003224688,0.000449691,"aza",NA,NA,NA,"GSM3385982","4T1","Mammary carcinoma","GSE85353"
"SRX4673551",0.0023756742,0.00034762032,0,0.00017601916,"aza",NA,NA,NA,"GSM3385983","4T1","Mammary carcinoma","GSE85353"
"SRX4673552",0.0039324036,0.0008285208,0,0.0003390328,"aza",NA,NA,NA,"GSM3385984","4T1","Mammary carcinoma","GSE85353"
"SRX4673553",0.004432518,0.000943332,2.664082e-05,0.0003164072,"aza",NA,NA,NA,"GSM3385985","4T1","Mammary carcinoma","GSE85353"
"SRX4673554",0.0027463182,0.000689064,1.0367948e-05,0.0002232586,"aza","Hif1b_KO",NA,NA,"GSM3385986","4T1","Mammary carcinoma","GSE85353"
"SRX4673555",0.0043012554,0.00050415972,0.00017693028,0.0003034446,"aza","Hif1b_KO",NA,NA,"GSM3385987","4T1","Mammary carcinoma","GSE85353"
"SRX4673556",0.0032079024,0.0005596965,0,0.0002826084,"aza","Hif1b_KO",NA,NA,"GSM3385988","4T1","Mammary carcinoma","GSE85353"
"SRX4673557",0.0041519364,0.00032200998,0,0.0003610232,"aza","Hif1b_KO",NA,NA,"GSM3385989","4T1","Mammary carcinoma","GSE85353"
"SRX4673558",0.003970962,0.0007928652,4.026832e-05,0.0002719312,"aza","Hif1b_KO",NA,NA,"GSM3385990","4T1","Mammary carcinoma","GSE85353"
"SRX4673559",0.0019370928,0.00015692484,4.739144e-05,0.0002134984,"aza","Hif1b_KO",NA,NA,"GSM3385991","4T1","Mammary carcinoma","GSE85353"
"SRX4673560",0.0021209832,0.000690324,2.110106e-06,0.000223012,"aza","Hif1b_KO",NA,NA,"GSM3385992","4T1","Mammary carcinoma","GSE85353"
"SRX4673561",0.0037824492,0.0007147908,0,0.000242613,"aza","Hif1b_KO",NA,NA,"GSM3385993","4T1","Mammary carcinoma","GSE85353"
"SRX4673562",0.0020154612,0.0007629516,0,0.0002866204,"aza",NA,NA,NA,"GSM3385994","4T1","Mammary carcinoma","GSE85353"
"SRX4673563",0.0029295714,0.0008617254,7.007502e-05,0.0003400556,"aza",NA,NA,NA,"GSM3385995","4T1","Mammary carcinoma","GSE85353"
"SRX4673564",0.0019970874,0.0008770968,6.702794e-05,0.0002811936,"aza",NA,NA,NA,"GSM3385996","4T1","Mammary carcinoma","GSE85353"
"SRX4673565",0.001973601,0.0007362222,1.0240638e-05,0.0002554604,"aza",NA,NA,NA,"GSM3385997","4T1","Mammary carcinoma","GSE85353"
"SRX4673566",0.0017684322,0.0006570918,0,0.0002895458,"aza",NA,NA,NA,"GSM3385998","4T1","Mammary carcinoma","GSE85353"
"SRX4673567",0.0024969756,0.0008092458,0,0.0002526518,"aza",NA,NA,NA,"GSM3385999","4T1","Mammary carcinoma","GSE85353"
"SRX4673568",0.0024718446,0.0008647092,2.231264e-05,0.0002742716,"aza",NA,NA,NA,"GSM3386000","4T1","Mammary carcinoma","GSE85353"
"SRX4673569",0.0022471326,0.0007097682,6.100736e-05,0.000233289,"aza",NA,NA,NA,"GSM3386001","4T1","Mammary carcinoma","GSE85353"
"Mouse10_USR17006878L_HM2KTBBXX",0.00058378986,0.0006942864,0,0.000299631,"no_treatment",NA,NA,NA,"XW_Mouse10_USR17006878L_HM2KTBBXX","4T1","Mammary carcinoma","XW33589424"
"Mouse11_USR17006879L_HM2KTBBXX",0.00038954358,0.00059690052,2.628446e-05,0.0003003218,"no_treatment",NA,NA,NA,"XW_Mouse11_USR17006879L_HM2KTBBXX","4T1","Mammary carcinoma","XW33589424"
"Mouse12_USR17006880L_HM2KTBBXX",0.003530361,0.0015481512,0,0.0007235528,"no_treatment",NA,NA,NA,"XW_Mouse12_USR17006880L_HM2KTBBXX","EMT6","Mammary carcinoma","XW33589424"
"Mouse13_USR17006881L_HM2KTBBXX",0.0020710782,0.0007706376,0,0.0004592586,"no_treatment",NA,NA,NA,"XW_Mouse13_USR17006881L_HM2KTBBXX","EMT6","Mammary carcinoma","XW33589424"
"Mouse14_USR17006882L_HM2KTBBXX",0.0028493634,0.0012109356,2.88862e-06,0.00059961,"no_treatment",NA,NA,NA,"XW_Mouse14_USR17006882L_HM2KTBBXX","EMT6","Mammary carcinoma","XW33589424"
"Mouse9_USR17006877L_HM2KTBBXX",0.0020794974,0.0007369308,0.0002437318,0.0002060026,"no_treatment",NA,NA,NA,"XW_Mouse9_USR17006877L_HM2KTBBXX","4T1","Mammary carcinoma","XW33589424"
"SRX10815534",0.0034878906,0.0011008176,4.188548e-05,0.0003674354,"isotype; high.fat.diet;","high.fat.diet",NA,"Baseline","GSM5285275","E0771","Mammary adenocarcinoma","GSE174053"
"SRX10815535",0.0028148544,0.0008661378,0.00015169378,0.0002763682,"antiPD1; high.fat.diet;","high.fat.diet",NA,"NR","GSM5285276","E0771","Mammary adenocarcinoma","GSE174053"
"SRX10815536",0.0028726902,0.001022763,0,0.0004521774,"antiPD1; high.fat.diet;","high.fat.diet",NA,"NR","GSM5285277","E0771","Mammary adenocarcinoma","GSE174053"
"SRX10815537",0.0037840452,0.0014295246,9.75722e-05,0.000501314,"antiPD1; high.fat.diet;","high.fat.diet",NA,"NR","GSM5285278","E0771","Mammary adenocarcinoma","GSE174053"
"SRX10815538",0.0033320034,0.0011542686,0.00012811566,0.00039451,"isotype; high.fat.diet;","high.fat.diet",NA,"Baseline","GSM5285279","E0771","Mammary adenocarcinoma","GSE174053"
"SRX10815539",0.0026785686,0.0007386588,9.809758e-05,0.0002798652,"isotype; high.fat.diet;","high.fat.diet",NA,"Baseline","GSM5285280","E0771","Mammary adenocarcinoma","GSE174053"
"SRX10815540",0.0027499146,0.0011993166,7.188052e-05,0.0003995032,"antiPD1; high.fat.diet;","high.fat.diet",NA,"NR","GSM5285281","E0771","Mammary adenocarcinoma","GSE174053"
"SRX10815541",0.0030953256,0.0011731488,0.0002913862,0.0003762952,"antiPD1; high.fat.diet;","high.fat.diet",NA,"NR","GSM5285282","E0771","Mammary adenocarcinoma","GSE174053"
"SRX10815542",0.002922627,0.000880377,1.2200254e-05,0.0004041706,"isotype; high.fat.diet;","high.fat.diet",NA,"Baseline","GSM5285283","E0771","Mammary adenocarcinoma","GSE174053"
"SRX10815543",0.0034583658,0.00142347,9.844162e-05,0.0004723286,"isotype; high.fat.diet;","high.fat.diet",NA,"Baseline","GSM5285284","E0771","Mammary adenocarcinoma","GSE174053"
"SRX10815544",0.0029419704,0.0010733118,3.677436e-05,0.0004455672,"isotype; high.fat.diet;","high.fat.diet",NA,"Baseline","GSM5285285","E0771","Mammary adenocarcinoma","GSE174053"
"SRX10815545",0.0023163552,0.0011672874,7.963332e-05,0.0003485986,"antiPD1; high.fat.diet;","high.fat.diet",NA,"NR","GSM5285286","E0771","Mammary adenocarcinoma","GSE174053"
"SRX10815546",0.0032412264,0.0011302164,1.299653e-05,0.000331706,"antiPD1; high.fat.diet;","high.fat.diet",NA,"NR","GSM5285287","E0771","Mammary adenocarcinoma","GSE174053"
"SRX10815547",0.0022865616,0.0009562914,9.82618e-05,0.0003410738,"antiPD1; high.fat.diet;","high.fat.diet",NA,"NR","GSM5285288","E0771","Mammary adenocarcinoma","GSE174053"
"SRX10815548",0.0038298048,0.001048821,0,0.000258768,"isotype; high.fat.diet;","high.fat.diet",NA,"Baseline","GSM5285289","E0771","Mammary adenocarcinoma","GSE174053"
"SRX10815549",0.0034106646,0.0011024304,0.00017654744,0.0004086314,"isotype; high.fat.diet;","high.fat.diet",NA,"Baseline","GSM5285290","E0771","Mammary adenocarcinoma","GSE174053"
